Gene_acc,Gene_id,NST1p1,NST1p2,NST1p3,NST1p4,NST1m1,NST1m2,NST1m3,NST1m4,Desc
3827,Tb927.8.6090,49967.0,62756.0,61969.0,56830.0,80775.0,82820.0,76800.0,90671.0,"ubiquitin-protein ligase, putative"
3828,Tb927.8.610,908800.0,978370.0,975530.0,880330.0,1533200.0,1599700.0,1672100.0,1625000.0,"hypothetical protein, conserved"
3829,Tb927.8.6110,3623000.0,3843000.0,3516900.0,3465600.0,6135600.0,6666500.0,6809700.0,6852500.0,"3-hydroxy-3-methylglutaryl-CoA synthase, putative"
3830,Tb927.8.6130,10937.0,13098.0,14244.0,12249.0,18329.0,18515.0,22055.0,17086.0,"hypothetical protein, conserved"
3831,Tb927.8.6140,243840.0,49016.0,89981.0,80451.0,168450.0,100910.0,256350.0,85704.0,"Galactose oxidase, central domain/Kelch motif containing protein, putative"
3832,Tb927.8.6160,9993500.0,10651000.0,9587200.0,9170900.0,15471000.0,16776000.0,15638000.0,18799000.0,"40S ribosomal protein S8, putative"
3833,Tb927.9.14370,1823100.0,1963800.0,1573700.0,1722500.0,3065600.0,2943000.0,2993300.0,3010300.0,"60S ribosomal protein L26, putative"
3834,Tb927.8.620,98721.0,105710.0,103570.0,108420.0,151460.0,161730.0,160430.0,182940.0,KREPA3
3835,Tb927.8.6200,598340.0,597080.0,579680.0,562100.0,955900.0,1014300.0,1055400.0,972220.0,"tubulin folding cofactor D, putative"
3836,Tb927.8.6210,217510.0,219230.0,213160.0,205930.0,316600.0,306680.0,359300.0,322040.0,"phosphatidylinositol 3-kinase, putative"
3837,Tb927.8.6220,81597.0,80083.0,80479.0,91508.0,137200.0,128540.0,154380.0,136550.0,"Phosphorylated CTD interacting factor 1 WW domain containing protein, putative"
3838,Tb927.8.6230,777480.0,768460.0,710640.0,767680.0,1288300.0,1377700.0,1372500.0,1356900.0,"hypothetical protein, conserved"
3839,Tb927.8.6240,8114000.0,7599400.0,6915100.0,7739800.0,12375000.0,12915000.0,13658000.0,12021000.0,STOP axonemal protein
3840,Tb927.8.6250,66397.0,70672.0,66424.0,63463.0,110440.0,102880.0,111120.0,100990.0,Nucleoporin NUP76
3841,Tb927.8.6270,390120.0,365720.0,370680.0,383760.0,599700.0,595500.0,687780.0,591800.0,"hypothetical protein, conserved"
3842,Tb927.8.6330,1051200.0,1065600.0,972790.0,1067600.0,1702200.0,1674100.0,1846100.0,1800900.0,"WD domain, G-beta repeat/PFU (PLAA family ubiquitin binding), putative"
3843,Tb927.8.6360,224880.0,195780.0,200190.0,190150.0,351400.0,350160.0,373360.0,336140.0,"SPRY domain containing protein, putative"
3844,Tb927.8.6380,115520.0,141670.0,145490.0,124660.0,202760.0,205740.0,214410.0,221800.0,"hypothetical protein, conserved"
3845,Tb927.8.6390,4185000.0,3889800.0,3910200.0,4405900.0,6845300.0,7130800.0,7777900.0,8047900.0,"lysophospholipase, putative"
3846,Tb927.8.6430,2786500.0,2892000.0,3022000.0,2872900.0,4719500.0,4408400.0,4939400.0,4656100.0,"hypothetical protein, conserved"
3847,Tb927.8.6440,348840.0,261480.0,295550.0,345680.0,454030.0,466060.0,535800.0,567630.0,"RNA-binding protein, putative"
3848,Tb927.8.6450,67678.0,71511.0,62098.0,75307.0,115250.0,106470.0,104050.0,115550.0,inhibitor of cysteine peptidase
3849,Tb927.8.6480,69581.0,76741.0,77098.0,80594.0,127080.0,118880.0,131280.0,113120.0,"folate-binding protein YgfZ, putative"
3850,Tb927.8.650,2127200.0,2209700.0,2102000.0,2213800.0,3602700.0,3765900.0,3971700.0,3821300.0,"cation-transporting ATPase, putative"
3851,Tb927.8.6510,128470.0,115160.0,134580.0,130610.0,196730.0,191770.0,237570.0,232060.0,"ubiquitin-protein ligase, putative"
3852,Tb927.8.6520,24676.0,24330.0,26904.0,27551.0,40537.0,48094.0,46241.0,44207.0,"hypothetical protein, conserved"
3853,Tb927.8.6530,24292.0,22711.0,28301.0,28907.0,35893.0,42680.0,51394.0,43732.0,"SET domain containing protein, putative"
3854,Tb927.8.6580,234560.0,245360.0,233340.0,240630.0,445740.0,476430.0,519250.0,480220.0,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial"
3855,Tb927.8.6600,14964.0,11948.0,13590.0,16197.0,23331.0,26274.0,28925.0,22041.0,"Glutathione S-transferase, C-terminal domain containing protein, putative"
3856,Tb927.8.6640,329650.0,328780.0,350350.0,328990.0,547260.0,549630.0,587130.0,546760.0,"Fatty acyl-CoA reductase, putative"
3857,Tb927.8.6660,6653800.0,7288600.0,6801200.0,6984600.0,11727000.0,12174000.0,11945000.0,12007000.0,"paraflagellar rod component, putative"
3858,Tb927.8.6680,75020.0,71339.0,78604.0,64480.0,109840.0,125750.0,113110.0,123510.0,"clathrin assembly sigma-adaptin protein 3, putative"
3859,Tb927.8.6710,37722.0,28574.0,27479.0,29955.0,48415.0,40331.0,47746.0,44409.0,"hypothetical protein, conserved"
3860,Tb927.8.6720,389540.0,403270.0,375910.0,400950.0,649620.0,727130.0,724170.0,682440.0,"hypothetical protein, conserved"
3861,Tb927.8.6730,502940.0,572280.0,446390.0,529210.0,754110.0,894910.0,807360.0,941250.0,Enriched in surface-labeled proteome protein 24
3862,Tb927.8.6760,439610.0,427360.0,419880.0,375230.0,597550.0,631170.0,807440.0,720510.0,"translationally-controlled tumor protein homolog, putative"
3863,Tb927.8.6770,153200.0,154970.0,133320.0,164790.0,254590.0,237020.0,271540.0,250410.0,"WD domain, G-beta repeat, putative"
3864,Tb927.8.6790,35040.0,33049.0,34783.0,35235.0,57048.0,54792.0,61553.0,52034.0,"hypothetical protein, conserved"
3865,Tb927.8.6800,47704.0,46669.0,41173.0,50413.0,70739.0,71716.0,87904.0,70488.0,"hypothetical protein, conserved"
3866,Tb927.8.6830,100170.0,97452.0,89328.0,102070.0,163600.0,169170.0,180800.0,155500.0,"kinesin, putative"
3867,Tb927.8.6840,14897.0,14521.0,14937.0,15139.0,24631.0,27013.0,26115.0,25230.0,mismatch repair protein MLH1
3868,Tb927.8.6850,17349.0,13635.0,21163.0,16552.0,23025.0,25527.0,31118.0,26290.0,"Zinc finger, C3HC4 type (RING finger)/EF-hand domain pair, putative"
3869,Tb927.8.6870,160630.0,155930.0,169690.0,159030.0,289200.0,284820.0,292030.0,283110.0,"hypothetical protein, conserved"
3870,Tb927.8.690,1288000.0,1325600.0,1381000.0,1359500.0,2190500.0,2143600.0,2306000.0,2203500.0,peptidyl-prolyl cis-trans isomerase
3871,Tb927.8.6900,342350.0,347760.0,344970.0,350810.0,614950.0,618520.0,649370.0,626670.0,"transport protein particle (TRAPP) component, putative"
3872,Tb927.8.6910,420260.0,403980.0,453670.0,460210.0,676450.0,681620.0,742800.0,722820.0,"cyclophilin, putative"
3873,Tb927.8.6920,675640.0,701320.0,693650.0,687820.0,1092400.0,1139400.0,1232700.0,1145100.0,"hypothetical protein, conserved"
3874,Tb927.8.6930,349520.0,332020.0,351200.0,309580.0,565950.0,547460.0,648210.0,593660.0,"serine/threonine-protein kinase NRKB, putative"
3875,Tb927.8.6940,1895600.0,2004800.0,1799500.0,1859000.0,3292800.0,3242300.0,3419000.0,3022800.0,"hypothetical protein, conserved"
3876,Tb927.8.6960,142780.0,151280.0,137330.0,140820.0,226870.0,238010.0,243050.0,236380.0,"NADH-ubiquinone oxidoreductase complex I subunit, putative"
3877,Tb927.8.6980,670190.0,681160.0,646680.0,705100.0,1096900.0,1153200.0,1128300.0,1117100.0,Flagellum attachment zone protein 14
3878,Tb927.8.7010,264010.0,298770.0,294950.0,275560.0,480330.0,511480.0,582940.0,517240.0,"chaperone protein DnaJ, putative"
3879,Tb927.8.7020,1453600.0,1447500.0,1396200.0,1448300.0,2382500.0,2487900.0,2571000.0,2589900.0,"peptidase, putative"
3880,Tb927.8.7040,1019400.0,1113800.0,1044200.0,1073800.0,1781400.0,1815500.0,1868800.0,1839100.0,"hypothetical protein, conserved"
3881,Tb927.8.7060,50377.0,49125.0,46718.0,51992.0,85207.0,71402.0,92465.0,75812.0,"hypothetical protein, conserved"
3882,Tb927.8.7080,549140.0,430190.0,495080.0,529150.0,812840.0,800680.0,875370.0,781800.0,"hypothetical protein, conserved"
3883,Tb927.8.7090,57427.0,56575.0,51861.0,50351.0,83369.0,81808.0,84884.0,92805.0,"Component of IIS longevity pathway SMK-1, putative"
3884,Tb927.8.710,99328.0,104110.0,102520.0,94347.0,151920.0,154040.0,164120.0,162200.0,"RNA-binding protein, putative"
3885,Tb927.8.7100,7726400.0,7790100.0,7341100.0,7289800.0,12701000.0,12914000.0,13976000.0,13221000.0,acetyl-CoA carboxylase
3886,Tb927.8.7170,290510.0,295620.0,299730.0,273020.0,514960.0,502710.0,538420.0,504860.0,"inositol polyphosphate 1-phosphatase, putative"
3887,Tb927.8.7200,183770.0,189370.0,192590.0,201240.0,333210.0,327380.0,370650.0,331290.0,"Region in Clathrin and VPS, putative"
3888,Tb927.8.7210,126510.0,119350.0,136200.0,134380.0,175250.0,179350.0,221690.0,188660.0,"hypothetical protein, conserved"
3889,Tb927.8.7230,116910.0,116440.0,116020.0,114640.0,199720.0,212750.0,210870.0,183290.0,"hypothetical protein, conserved"
3890,Tb927.8.7260,162420.0,147840.0,165570.0,172010.0,250280.0,273450.0,247360.0,302060.0,"kinetoplast-associated protein, putative"
3891,Tb927.8.7270,418730.0,404560.0,439950.0,368750.0,692160.0,785270.0,726510.0,718250.0,"Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)/Endoplasmic reticulum vesicle transporter, putative"
3892,Tb927.8.730,4929700.0,5030200.0,4365300.0,4213800.0,7649200.0,7204700.0,7848600.0,7407000.0,"nucleolar RNA-binding protein, putative"
3893,Tb927.8.7380,224680.0,242650.0,241930.0,217980.0,376000.0,362340.0,383380.0,381110.0,"dihydrolipoamide dehydrogenase, point mutation"
3894,Tb927.8.7390,321870.0,339820.0,341770.0,324820.0,546000.0,552970.0,594510.0,578900.0,protein phosphatase 1
3895,Tb927.8.7400,2330200.0,2338500.0,2223800.0,2234500.0,3597200.0,3739500.0,3989200.0,3657500.0,RNA polymerase IIA largest subunit
3896,Tb927.8.7410,30618.0,38994.0,30829.0,31066.0,58614.0,59777.0,61219.0,52031.0,"calreticulin, putative"
3897,Tb927.8.7440,238690.0,206590.0,240880.0,282950.0,443650.0,462610.0,505700.0,510950.0,"lipase, putative"
3898,Tb927.8.7450,132210.0,135660.0,142290.0,117420.0,218880.0,230460.0,244710.0,190300.0,"myosin heavy chain kinase A, putative"
3899,Tb927.8.7490,905650.0,987150.0,829540.0,846000.0,1479100.0,1507700.0,1584000.0,1497900.0,symplekin
3900,Tb927.8.7510,116480.0,110060.0,130270.0,105520.0,181320.0,163340.0,206040.0,216050.0,"p-nitrophenylphosphatase, putative"
3901,Tb927.8.7570,115460.0,118930.0,107010.0,117800.0,166600.0,178400.0,178910.0,183470.0,"tRNA-dihydrouridine synthase 1, putative"
3902,Tb927.8.7580,1457.9,2102.9,3811.8,6130.2,16415.0,5796.0,6210.8,7633.6,"RING-variant domain containing protein, putative"
3903,Tb927.8.760,1578500.0,1711700.0,1641900.0,1534000.0,2061300.0,2133400.0,2241200.0,2316400.0,nucleolar RNA-binding protein
3904,Tb927.8.7640,115910.0,145810.0,117580.0,127770.0,304460.0,298420.0,293670.0,285620.0,"amino acid transporter 1, putative"
3905,Tb927.8.7720,825910.0,817740.0,878270.0,884030.0,1277200.0,1547100.0,1493600.0,1419100.0,"hypothetical protein, conserved"
3906,Tb927.8.7760,84223.0,86752.0,83549.0,84122.0,141540.0,140550.0,148380.0,138110.0,"hypothetical protein, conserved"
3907,Tb927.8.7790,740160.0,721780.0,688630.0,709560.0,1182400.0,1240900.0,1336300.0,1314700.0,"zinc finger domain, LSD1 subclass, putative"
3908,Tb927.8.780,6595.8,7945.0,4937.5,5097.4,11896.0,11416.0,11013.0,10814.0,"hypothetical protein, conserved"
3909,Tb927.8.7800,75254.0,70913.0,83348.0,73082.0,135880.0,131980.0,155130.0,134250.0,"hypothetical protein, conserved"
3910,Tb927.8.7850,9595.9,12334.0,10298.0,10416.0,15518.0,13203.0,14831.0,14019.0,"hypothetical protein, conserved"
3911,Tb927.8.7940,375640.0,374530.0,324530.0,369180.0,602370.0,727280.0,732560.0,687350.0,"receptor-type adenylate cyclase GRESAG 4, putative"
3912,Tb927.8.7950,676750.0,652390.0,648680.0,617090.0,1003500.0,1081700.0,1143700.0,1085700.0,Flagellar Member 4
3913,Tb927.8.7970,2595200.0,2733700.0,2719600.0,2655500.0,4247900.0,4392800.0,4699200.0,4509700.0,hypothetical protein
3914,Tb927.8.7990,444650.0,462100.0,457670.0,460160.0,693330.0,740480.0,802940.0,754470.0,"Thioredoxin-like/Protein of unknown function (DUF3638)/Protein of unknown function (DUF3645), putative"
3915,Tb927.8.800,196560.0,192200.0,194460.0,191710.0,309560.0,328630.0,327000.0,323390.0,"Domain of unknown function (DUF3437), putative"
3916,Tb927.8.8000,386170.0,368660.0,391610.0,410380.0,686810.0,740740.0,758390.0,730630.0,"hypothetical protein, conserved"
3917,Tb927.8.8020,67937.0,72308.0,71332.0,75924.0,102210.0,113530.0,122580.0,118150.0,"monoglyceride lipase, putative"
3918,Tb927.8.8070,72835.0,73627.0,83844.0,91405.0,142080.0,142140.0,155520.0,153270.0,conserved protein
3919,Tb927.8.810,4076200.0,3941300.0,4187900.0,3742000.0,6213200.0,6602400.0,6878300.0,6460400.0,"radial spoke protein RSP9, putative"
3920,Tb927.8.8100,64328.0,67003.0,75053.0,67064.0,114930.0,108920.0,123620.0,119900.0,"UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative"
3921,Tb927.8.8120,191930.0,190410.0,196670.0,181510.0,340670.0,343530.0,395110.0,324660.0,"hypothetical protein, conserved"
3923,Tb927.8.8140,35431.0,31295.0,33113.0,38479.0,56239.0,55991.0,56050.0,57617.0,"small GTP-binding rab protein, putative"
3924,Tb927.8.8150,318130.0,310300.0,336820.0,336200.0,519150.0,572030.0,542210.0,545270.0,"C2 domain containing protein, putative"
3925,Tb927.8.8160,131720.0,134900.0,126050.0,161640.0,176640.0,166970.0,204750.0,174170.0,SUMO-interacting motif-containing protein
3926,Tb927.8.8170,324890.0,349310.0,342470.0,348070.0,584310.0,616950.0,639650.0,593870.0,RNA editing mediator complex protein 5
3927,Tb927.8.8180,266460.0,289020.0,284620.0,265520.0,431670.0,440770.0,482540.0,463610.0,RNA editing mediator complex protein 4
3928,Tb927.8.820,711600.0,683620.0,679810.0,697230.0,1192900.0,1202200.0,1175800.0,1203000.0,"VID27 cytoplasmic protein, putative"
3929,Tb927.8.8200,66822.0,63564.0,72179.0,66882.0,99778.0,103360.0,129560.0,103620.0,"Flagellar-associated protein 59, putative"
3930,Tb927.8.8230,64335.0,96257.0,87159.0,59579.0,129780.0,133900.0,135850.0,147560.0,"amino acid transporter, putative"
3931,Tb927.8.8240,17391.0,21530.0,19712.0,21639.0,33381.0,34914.0,32242.0,38697.0,"amino acid transporter, putative"
3932,Tb927.8.8280,766190.0,746330.0,678060.0,741020.0,1135500.0,1251900.0,1239700.0,1250500.0,"hypothetical protein, conserved"
3933,Tb927.8.8310,168840.0,150990.0,177040.0,152790.0,225900.0,252490.0,250180.0,238180.0,"chaperone protein DnaJ, putative"
3934,Tb927.8.8330,9598700.0,9882800.0,8894500.0,8835000.0,15687000.0,16684000.0,16488000.0,16671000.0,"calpain, putative"
3935,Tb927.8.8340,491250.0,445700.0,504540.0,460700.0,693660.0,755160.0,823860.0,786870.0,"CRAL/TRIO domain containing protein, putative"
3936,Tb927.8.860,120510.0,125900.0,138490.0,126010.0,209250.0,206000.0,226790.0,211920.0,"hypothetical protein, conserved"
3937,Tb927.8.870,18078.0,23687.0,21689.0,20294.0,31043.0,37727.0,31590.0,28796.0,"CAMK/CAMKL family protein kinase, putative"
3938,Tb927.8.890,3603600.0,3328900.0,3397300.0,3296500.0,5927000.0,5938300.0,6400200.0,6082400.0,Ras-related protein Rab1A
3939,Tb927.8.900,340910.0,345560.0,295380.0,310170.0,525730.0,570670.0,554770.0,536170.0,splicing factor TSR1
3940,Tb927.8.920,142490.0,159720.0,155810.0,168640.0,220500.0,241690.0,262980.0,251730.0,"ubiquitin-conjugating enzyme E2, putative"
3941,Tb927.8.960,51281.0,56393.0,52543.0,53625.0,72424.0,86025.0,101440.0,97107.0,"hypothetical protein, conserved"
3942,Tb927.8.980,2171600.0,2216000.0,2107100.0,2160600.0,3788200.0,3860300.0,3920300.0,3655300.0,phosphoacetylglucosamine mutase
3943,Tb927.8.990,814180.0,814090.0,869730.0,827200.0,1371200.0,1483200.0,1503900.0,1480000.0,RNA-binding protein 33 (RNA-binding motif protein 33)
3944,Tb927.9.10010,3135600.0,3149800.0,2942300.0,2953900.0,5114500.0,5056900.0,5278700.0,5007600.0,"chaperone protein DnaJ, putative"
3945,Tb927.9.10060,57833.0,54445.0,60948.0,49953.0,93762.0,89105.0,111780.0,89666.0,"hypothetical protein, conserved"
3946,Tb927.9.10070,41381.0,46916.0,50413.0,41791.0,66664.0,63211.0,72086.0,74428.0,"hypothetical protein, conserved"
3947,Tb927.9.10100,2019100.0,1970700.0,1927100.0,1958000.0,3347600.0,3393800.0,3658400.0,3540400.0,"SET domain-containing protein, putative"
3948,Tb927.9.10140,65996.0,68140.0,84687.0,70643.0,116740.0,123460.0,134880.0,138670.0,"Uncharacterised conserved protein, putative"
3949,Tb927.9.10200,115190.0,111630.0,110350.0,111910.0,178330.0,200740.0,205520.0,198270.0,"hypothetical protein, conserved"
3950,Tb927.9.10230,3318200.0,3880600.0,3287500.0,3515700.0,4806200.0,5904400.0,5691500.0,5655500.0,Co-chaperone protein P23
3951,Tb927.9.10310,8496500.0,8049700.0,6846100.0,7164500.0,13372000.0,13642000.0,14262000.0,13553000.0,mitochondrial carrier protein 11
3952,Tb927.9.10350,214760.0,190460.0,183980.0,196400.0,336580.0,330480.0,333870.0,326390.0,"Snf7, putative"
3953,Tb927.9.10370,337930.0,361030.0,359110.0,367470.0,550300.0,622260.0,574120.0,531600.0,TAX-1
3954,Tb927.9.10400,1247300.0,1340100.0,1277600.0,1265500.0,2451900.0,2567500.0,2674900.0,2653000.0,"hypothetical protein, conserved"
3955,Tb927.9.10440,114810.0,111040.0,117410.0,123330.0,182980.0,189570.0,186350.0,200290.0,"DNA polymerase epsilon catalytic subunit, putative"
3956,Tb927.9.10450,181370.0,160610.0,170720.0,173240.0,277610.0,302840.0,326700.0,273400.0,"hypothetical protein, conserved"
3957,Tb927.9.10470,394520.0,354790.0,344140.0,358150.0,614860.0,607080.0,673460.0,634030.0,"hypothetical protein, conserved"
3958,Tb927.9.10490,290140.0,281010.0,268120.0,283010.0,449860.0,446120.0,508650.0,481450.0,Component of motile flagella 56
3959,Tb927.9.10500,114020.0,130030.0,124740.0,107490.0,185360.0,193300.0,199820.0,164120.0,"HAD hydrolase, TIGR01456 family/HAD hydrolase, family IIA, putative"
3960,Tb927.9.10530,465530.0,490040.0,494600.0,459120.0,808670.0,827690.0,891630.0,818110.0,Flagellum attachment zone protein 4
3961,Tb927.9.10550,75582.0,78376.0,79228.0,72834.0,128710.0,133050.0,147100.0,118310.0,Spindle assembly abnormal protein 6 homolog
3962,Tb927.9.10560,50719.0,49161.0,64729.0,40837.0,102470.0,86234.0,114380.0,96495.0,Archaic Translocase of outer membrane 19 kDa subunit
3963,Tb927.9.10570,229890.0,231320.0,208190.0,213410.0,392580.0,391000.0,423940.0,393150.0,predicted zinc finger protein
3964,Tb927.9.10580,402550.0,399960.0,435540.0,413620.0,578000.0,616020.0,707430.0,643040.0,"3-demethylubiquinone-9 3-methyltransferase, putative"
3965,Tb927.9.10640,174560.0,176460.0,167710.0,168440.0,260580.0,312400.0,307250.0,312550.0,"synaptojanin (N-terminal domain), putative"
3966,Tb927.9.10650,7251.9,5600.8,5740.1,5336.9,11046.0,12434.0,13563.0,10498.0,hypothetical protein
3967,Tb927.9.10670,37662.0,30644.0,37099.0,43761.0,63568.0,41064.0,59394.0,54847.0,bardet-biedl syndrome 1 protein
3968,Tb927.9.10680,88056.0,96161.0,100950.0,91746.0,134730.0,153050.0,183520.0,159080.0,"RNA polymerase III RPC4, putative"
3969,Tb927.9.10690,176910.0,180340.0,166390.0,188490.0,257190.0,271860.0,304830.0,271880.0,"Protein of unknown function (DUF2009), putative"
3970,Tb927.9.10710,153870.0,152620.0,137740.0,138580.0,206140.0,226620.0,244870.0,227260.0,hsp70 subfamily B suppressor 1
3971,Tb927.9.10770,14968000.0,16173000.0,14058000.0,15148000.0,24677000.0,25728000.0,26501000.0,27229000.0,polyadenylate-binding protein 2
3972,Tb927.9.10790,384990.0,407650.0,399680.0,384030.0,672340.0,688160.0,698720.0,666480.0,hypothetical protein
3973,Tb927.9.10820,10704.0,9321.1,12161.0,10009.0,12102.0,17306.0,19067.0,16229.0,"hypothetical protein, conserved"
3974,Tb927.9.10830,752840.0,833650.0,814460.0,771900.0,1357900.0,1303700.0,1525900.0,1282900.0,metal dependent 5-nucleotidase
3975,Tb927.9.10890,285100.0,273170.0,298830.0,288690.0,463060.0,474290.0,565240.0,518690.0,"Regulatory subunit of type II PKA R-subunit, putative"
3976,Tb927.9.10920,481430.0,475980.0,505460.0,505290.0,820010.0,858400.0,895330.0,917900.0,kinetoplastid kinetochore protein 3
3977,Tb927.9.10960,122960.0,122290.0,98347.0,121160.0,167530.0,211150.0,209920.0,187430.0,"ATP-dependent DEAD/H RNA helicase, putative"
3978,Tb927.9.11000,1993700.0,2216300.0,2253000.0,2188600.0,3339700.0,3537600.0,3783400.0,3460400.0,"ras-related protein RAB7, putative"
3979,Tb927.9.11030,23961.0,21280.0,23249.0,29051.0,35301.0,36091.0,42867.0,37692.0,cAMP-dependent protein kinase catalytic subunit 2
3980,Tb927.9.11050,445810.0,481480.0,436780.0,486030.0,751040.0,732050.0,736530.0,744100.0,"4E-interacting protein, putative"
3981,Tb927.9.11070,15183.0,13721.0,16470.0,19266.0,27246.0,27924.0,30488.0,32753.0,E3 SUMO-protein ligase SIZ1
3982,Tb927.9.11100,1524100.0,1592200.0,1450000.0,1400600.0,2550300.0,2560500.0,2611800.0,2653100.0,cAMP-dependent protein kinase catalytic subunit 1
3983,Tb927.9.11110,1396200.0,1451400.0,1385400.0,1405800.0,2157700.0,2235600.0,2278700.0,2307100.0,U5 snRNA-associated splicing factor
3984,Tb927.9.11140,71849.0,72618.0,85169.0,86644.0,131540.0,150300.0,160930.0,149850.0,"hypothetical protein, conserved"
3985,Tb927.9.11150,179540.0,190260.0,186820.0,159060.0,292320.0,295520.0,298660.0,295060.0,"hypothetical protein, conserved"
3986,Tb927.9.11220,260380.0,277090.0,274430.0,246810.0,442550.0,452210.0,445800.0,494070.0,"tRNA import complex component, putative"
3987,Tb927.9.11230,3174100.0,2969300.0,2718400.0,2773100.0,4760900.0,4590100.0,5144500.0,5002800.0,"calmodulin-like protein, putative"
3988,Tb927.9.11250,57538.0,66782.0,83472.0,45813.0,73375.0,105040.0,94070.0,109390.0,predicted WD40 repeat protein
3989,Tb927.9.11260,389590.0,415300.0,374200.0,347210.0,569000.0,639200.0,680850.0,670980.0,"nucleoside diphosphate kinase, putative"
3990,Tb927.9.11270,5516400.0,5509100.0,5328000.0,5123600.0,9059800.0,9232200.0,9612700.0,9618700.0,"t- complex protein 1 (eta subunit), putative"
3991,Tb927.9.11300,120750.0,105710.0,109020.0,112520.0,132700.0,107280.0,101360.0,106400.0,Mitochondrial ribosomal protein S17
3992,Tb927.9.11330,756690.0,809370.0,829540.0,754080.0,1286700.0,1363400.0,1518400.0,1351100.0,"proteasome beta 2 subunit, putative"
3993,Tb927.9.11410,13950000.0,15288000.0,13829000.0,13647000.0,22033000.0,24351000.0,24163000.0,22080000.0,"60S ribosomal protein L23, putative"
3994,Tb927.9.11490,7413500.0,6942800.0,7125200.0,6848200.0,10851000.0,10485000.0,11393000.0,10613000.0,60S ribosomal protein L29
3995,Tb927.9.11480,322360.0,315420.0,324720.0,299520.0,509400.0,509400.0,541990.0,569680.0,Enriched in surface-labeled proteome protein 9
3997,Tb927.9.11500,64151.0,62738.0,59560.0,63402.0,106830.0,97923.0,108530.0,137460.0,anaphase-promoting complex subunit 2
3998,Tb927.9.11540,2880800.0,2916400.0,2693000.0,2683300.0,5024200.0,5087600.0,5297800.0,5308000.0,"hypothetical protein, conserved"
3999,Tb927.9.11560,27437.0,26378.0,29368.0,21519.0,37986.0,46452.0,47835.0,45977.0,"hypothetical protein, conserved"
4000,Tb927.9.11580,2760000.0,2786500.0,2613700.0,2803600.0,4604000.0,4780900.0,4866000.0,4781400.0,glycosomal membrane protein
4001,Tb927.9.11600,1642000.0,1738300.0,1764900.0,1727300.0,4143100.0,3614700.0,3938900.0,3987500.0,glycosomal membrane protein
4002,Tb927.9.11640,491320.0,540610.0,466630.0,409880.0,741930.0,748430.0,787710.0,638110.0,"hypothetical protein, conserved"
4003,Tb927.9.11660,65510.0,65826.0,53310.0,75433.0,104290.0,104170.0,98780.0,100720.0,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit, putative"
4004,Tb927.9.11690,1041.4,0.0,1359.1,1550.5,2426.1,3195.6,3120.1,2679.3,"hypothetical protein, conserved"
4005,Tb927.9.11720,223200.0,270410.0,225150.0,219730.0,384990.0,404700.0,435490.0,374780.0,Iron-sulfur cluster assembly protein
4006,Tb927.9.11840,281880.0,293510.0,265440.0,290900.0,468770.0,502440.0,483310.0,518960.0,"pre-rRNA-processing protein PNO1, putative"
4007,Tb927.9.11850,1006900.0,972330.0,1000900.0,1024800.0,1651500.0,1727900.0,1770000.0,1679700.0,"structural maintenance of chromosome 1, putative"
4008,Tb927.9.11870,63874.0,64809.0,63670.0,57960.0,83161.0,103010.0,116780.0,114590.0,"zinc finger protein, putative"
4009,Tb927.9.11880,20473.0,23150.0,21294.0,20826.0,34020.0,34007.0,40425.0,36186.0,"Mitochondrial SSU ribosomal protein, putative"
4010,Tb927.9.11890,20994.0,27239.0,30279.0,27241.0,38935.0,45497.0,43086.0,42433.0,"hypothetical protein, conserved"
4011,Tb927.9.11900,1244.3,1662.9,949.18,1175.1,1492.9,832.29,2801.7,1488.4,acyl transferase-like protein
4012,Tb927.9.11940,120830.0,101850.0,106530.0,112180.0,178260.0,172330.0,190720.0,167520.0,"replication factor A protein 3, putative"
4013,Tb927.9.12000,3814.3,2605.1,4330.6,3423.0,7523.3,6566.2,8027.4,10127.0,"LEM3 (ligand-effect modulator 3) family / CDC50 family, putative"
4014,Tb927.9.12040,181070.0,171710.0,184370.0,185890.0,276420.0,290990.0,304880.0,311090.0,cap-specific 2-O-methyltransferase
4015,Tb927.9.12070,2546200.0,2665500.0,2538300.0,2558900.0,4265200.0,4333800.0,4653900.0,4293500.0,"hypothetical protein, conserved"
4016,Tb927.9.12090,179640.0,190760.0,189580.0,173950.0,281340.0,297520.0,320780.0,302530.0,"Putative death-receptor fusion protein (DUF2428), putative"
4017,Tb927.9.12110,2204400.0,2173700.0,2349600.0,2086300.0,3808500.0,3796600.0,4251500.0,4029300.0,"6-phosphogluconate dehydrogenase, decarboxylating"
4018,Tb927.9.12150,100600.0,102000.0,106900.0,107210.0,158240.0,217210.0,186110.0,167590.0,"transport protein particle (TRAPP) subunit, putative"
4019,Tb927.9.12170,170960.0,167630.0,146470.0,170530.0,268330.0,310150.0,291470.0,292180.0,"leucine-rich repeat protein (LRRP), putative"
4020,Tb927.9.12240,2166900.0,2271800.0,2136900.0,2406200.0,3717500.0,3690900.0,4052500.0,4041600.0,"60S ribosomal subunit protein L31, putative"
